pocolog.rb[INFO]: loading file info from ./control.0.idx... 
/motion_translator.motion_command.translation /motion_translator.motion_command.rotation /motion_translator.motion_command.heading.rad
0.0050000000000000001 -0 0
0.01 -0 0
0.01 -0 0
0.014999999999999999 -0 0
0.014999999999999999 -0 0
0.02 -0 0
0.02 -0 0
0.02 0.00037369914853358562 0
0.02 0.00043061616870632038 0
0.02 0.00014511551255836665 0
0.02 -0 0
0.025000000000000001 -0 0
0.025000000000000001 -0 0
0.030000000000000002 -0 0
0.030000000000000002 -0 0
0.030000000000000002 -0.00065904721213415937 0
0.030000000000000002 -0.0020870082705160683 0
0.030000000000000002 -0.0021442304757835627 0
0.030000000000000002 -0.0024868007446516315 0
0.030000000000000002 -0.003172246467482528 0
0.028971831415753657 -0.0032863856929227575 0
0.026573076570940279 -0.0039147618030335399 0
0.025544907986693934 -0.004028901028473769 0
0.023489486373485521 -0.0043145542771691036 0
0.023146153141880555 -0.0043717764824365976 0
0.016292306283761101 -0.0050000000000000001 0
0.018691976683858764 -0.0050000000000000001 0
0.026573076570940279 -0.0039719840083010348 0
0.025203405865657523 -0.0039719840083010348 0
0.024516739402447585 -0.0039719840083010348 0
0.024516739402447585 -0.0042004150517288737 0
0.024174321726126897 -0.0042004150517288737 0
0.024174321726126897 -0.0043145542771691036 0
0.023489486373485521 -0.0043145542771691036 0
0.023489486373485521 -0.0043717764824365976 0
0.022803735465559864 -0.0045429853205969425 0
0.022118900112918487 -0.0046002075258644373 0
0.018348643452253795 -0.0050000000000000001 0
0.016292306283761101 -0.0050000000000000001 0
0.012866298409985658 -0.0050000000000000001 0
0.012522965178380689 -0.0050000000000000001 0
0.013893551438947722 -0.0050000000000000001 0
0.014236884670552691 -0.0050000000000000001 0
0.015264137699514756 -0.0050000000000000001 0
0.019007690664387952 -0.0050000000000000001 0
0.019007690664387952 -0.0050000000000000001 0
0.021723075045014802 -0.0050000000000000001 0
0.019895626697592091 -0.0050000000000000001 0
0.018982512894070255 -0.0050000000000000001 0
0.017611621448408461 -0.0050000000000000001 0
0.017155064546647544 -0.0050000000000000001 0
0.016697286904507586 -0.0050000000000000001 0
0.010757164220099492 -0.0050000000000000001 0
0.013497726371044039 -0.0050000000000000001 0
0.013955504013183998 -0.0050000000000000001 0
0.014413281655323953 -0.0050000000000000001 0
0.01532761619922483 -0.0050000000000000001 0
0.017243568224127932 -0.0050000000000000001 0
0.017243568224127932 -0.0050000000000000001 0
0.019159520249031035 -0.0050000000000000001 0
0.019159520249031035 -0.0050000000000000001 0
0.021075472273934137 -0.0050000000000000001 0
0.021075472273934137 -0.0050000000000000001 0
0.01855937376018555 -0.0050000000000000001 0
0.016676076540421764 -0.0050000000000000001 0
0.014791100802636799 -0.0050000000000000001 0
0.012906125064851831 -0.0050000000000000001 0
0.011019470809045685 -0.0050000000000000001 0
0.0091361735892818985 -0.0050000000000000001 0
0.0085084078493606347 -0.0050000000000000001 0
0.012278359324930569 -0.0050000000000000001 0
0.017305520798364206 -0.0050000000000000001 0
0.019188818018127992 -0.0050000000000000001 0
0.016676076540421764 -0.0050000000000000001 0
0.015417188024536881 -0.0050000000000000001 0
0.01855937376018555 -0.0050000000000000001 0
0.019188818018127992 -0.0050000000000000001 0
0.016676076540421764 -0.0050000000000000001 0
0.014791100802636799 -0.0050000000000000001 0
0.02735648670918912 -0.0050000000000000001 0
0.039921872615741441 -0.0048857081820123903 0
0.040551316873683886 -0.0047714163640247814 0
0.038038575395977658 -0.0047714163640247814 0
0.03615192114017151 -0.0047714163640247814 0
