pocolog.rb[INFO]: loading file info from ./navigation.0.idx... 
/command_arbiter.motion_command.translation /command_arbiter.motion_command.rotation /command_arbiter.motion_command.heading.rad
pocolog.rb[INFO]: loading file info from ./control.0.idx... 
/motion_translator.motion_command.translation /motion_translator.motion_command.rotation /motion_translator.motion_command.heading.rad
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.0022583697012237922 -0.0010016174810022279 0
0.0050000000000000001 -0.0028865932187871948 0
0.0050000000000000001 -0.0028865932187871948 0
0.0050000000000000001 -0.0030007324442274243 0
0.0050000000000000001 -0.0030007324442274243 0
0.01 -0.0030007324442274243 0
0.01 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0030007324442274243 0
0.014999999999999999 -0.0060014648884548485 0
0.014999999999999999 -0.0060014648884548485 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.014999999999999999 -0.0090021973326822723 0
0.02 -0.0090021973326822723 0
0.02 -0.0090021973326822723 0
0.025000000000000001 -0.0090021973326822723 0
0.025000000000000001 -0.0090021973326822723 0
0.025000000000000001 -0.0090021973326822723 0
0.025000000000000001 -0.0090021973326822723 0
0.025000000000000001 -0.0090021973326822723 0
0.025000000000000001 -0.0090021973326822723 0
0.025000000000000001 -0.0090021973326822723 0
0.030000000000000002 -0.0090021973326822723 0
0.030000000000000002 -0.0090021973326822723 0
0.030000000000000002 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.035000000000000003 -0.0090021973326822723 0
0.040000000000000001 -0.0090021973326822723 0
0.040000000000000001 -0.0090021973326822723 0
0.044999999999999998 -0.0090021973326822723 0
0.044999999999999998 -0.0090021973326822723 0
0.044999999999999998 -0.0090021973326822723 0
0.044999999999999998 -0.012002929776909697 0
0.044999999999999998 -0.012002929776909697 0
0.044999999999999998 -0.012002929776909697 0
0.044999999999999998 -0.012002929776909697 0
